classification,ingredient_name,specification,product_name,manufacturer,price
内用薬,ノルフロキサシン,１００ｍｇ１錠,バクシダール錠１００ｍｇ,杏林製薬,40.90 
内用薬,ノルフロキサシン,１００ｍｇ１錠,ノルフロキサシン錠１００ｍｇ「ツルハラ」,鶴原製薬,23.70 
内用薬,ノルフロキサシン,１００ｍｇ１錠,ノルフロキサシン錠１００ｍｇ「サワイ」,沢井製薬,40.90 
内用薬,ノルフロキサシン,２００ｍｇ１錠,バクシダール錠２００ｍｇ,杏林製薬,64.20 
内用薬,ノルフロキサシン,２００ｍｇ１錠,ノルフロキサシン錠２００ｍｇ「ツルハラ」,鶴原製薬,35.60 
内用薬,ノルフロキサシン,２００ｍｇ１錠,ノルフロキサシン錠２００ｍｇ「サワイ」,沢井製薬,64.20 
内用薬,ノルフロキサシン,５０ｍｇ１錠,小児用バクシダール錠５０ｍｇ,杏林製薬,67.10 
内用薬,オフロキサシン,１００ｍｇ１錠,オフロキサシン錠１００ｍｇ「サワイ」,沢井製薬,82.80 
内用薬,オフロキサシン,１００ｍｇ１錠,オフロキサシン錠１００ｍｇ「ツルハラ」,鶴原製薬,65.90 
内用薬,オフロキサシン,１００ｍｇ１錠,タリビッド錠１００ｍｇ,アルフレッサファーマ,82.80 
内用薬,シプロフロキサシン塩酸塩,１００ｍｇ１錠,シプロキサン錠１００ｍｇ,バイエル薬品,23.60 
内用薬,シプロフロキサシン塩酸塩,２００ｍｇ１錠,シプロキサン錠２００ｍｇ,バイエル薬品,28.90 
内用薬,塩酸ロメフロキサシン,２００ｍｇ１錠,バレオン錠２００ｍｇ,ヴィアトリス製薬,93.40 
内用薬,塩酸ロメフロキサシン,１００ｍｇ１カプセル,バレオンカプセル１００ｍｇ,ヴィアトリス製薬,58.10 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１ｇ,オゼックス細粒小児用１５％,富士フイルム富山化学,306.10 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１ｇ,トスフロキサシントシル酸塩細粒小児用１５％「タカタ」,高田製薬,111.40 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１ｇ,トスフロキサシントシル酸塩細粒小児用１５％「トーワ」,東和薬品,111.40 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１ｇ,トスフロキサシントシル酸塩小児用細粒１５％「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,111.40 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１ｇ,トスフロキサシントシル酸塩細粒小児用１５％「ＴＣＫ」,辰巳化学,111.40 
内用薬,トスフロキサシントシル酸塩水和物,７５ｍｇ１錠,トスフロキサシントシル酸塩７５ｍｇ錠,,23.20 
内用薬,トスフロキサシントシル酸塩水和物,７５ｍｇ１錠,オゼックス錠７５,富士フイルム富山化学,37.80 
内用薬,トスフロキサシントシル酸塩水和物,７５ｍｇ１錠,トスキサシン錠７５ｍｇ,ヴィアトリス製薬,58.40 
内用薬,トスフロキサシントシル酸塩水和物,７５ｍｇ１錠,トスフロキサシントシル酸塩錠７５ｍｇ「サワイ」,沢井製薬,37.80 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１錠,トスフロキサシントシル酸塩１５０ｍｇ錠,,24.10 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１錠,オゼックス錠１５０,富士フイルム富山化学,48.70 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１錠,トスキサシン錠１５０ｍｇ,ヴィアトリス製薬,50.40 
内用薬,トスフロキサシントシル酸塩水和物,１５０ｍｇ１錠,トスフロキサシントシル酸塩錠１５０ｍｇ「サワイ」,沢井製薬,28.60 
内用薬,トスフロキサシントシル酸塩水和物,６０ｍｇ１錠,オゼックス錠小児用６０ｍｇ,富士フイルム富山化学,94.30 
内用薬,レボフロキサシン水和物,１００ｍｇ１ｇ（レボフロキサシンとして）,クラビット細粒１０％,第一三共,43.80 
内用薬,レボフロキサシン水和物,１００ｍｇ１ｇ（レボフロキサシンとして）,レボフロキサシン細粒１０％「ＤＳＥＰ」,第一三共エスファ,27.70 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,クラビット錠２５０ｍｇ,第一三共,65.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「ＣＨ」,長生堂製薬,37.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「ＤＳＥＰ」,第一三共エスファ,32.90 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「ＴＣＫ」,辰巳化学,26.50 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「ＺＥ」,全星薬品工業,37.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「イワキ」,岩城製薬,25.40 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「科研」,シオノケミカル,37.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「杏林」,キョーリンリメディオ,25.40 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「ケミファ」,大興製薬,76.70 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「サワイ」,沢井製薬,37.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「タカタ」,高田製薬,26.50 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「トーワ」,東和薬品,37.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「陽進」,陽進堂,26.50 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠２５０ｍｇ「クニヒロ」,皇漢堂製薬,25.40 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン５００ｍｇ錠,,37.10 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,クラビット錠５００ｍｇ,第一三共,115.20 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「ＣＨ」,長生堂製薬,63.10 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「ＤＳＥＰ」,第一三共エスファ,63.10 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「ＴＣＫ」,辰巳化学,63.10 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「ＺＥ」,全星薬品工業,46.70 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「イワキ」,岩城製薬,43.80 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「科研」,シオノケミカル,63.10 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「杏林」,キョーリンリメディオ,43.80 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「ケミファ」,大興製薬,91.80 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「サワイ」,沢井製薬,69.90 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「タカタ」,高田製薬,46.70 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「トーワ」,東和薬品,69.90 
内用薬,レボフロキサシン水和物,５００ｍｇ１錠（レボフロキサシンとして）,レボフロキサシン錠５００ｍｇ「陽進」,陽進堂,43.80 
内用薬,レボフロキサシン水和物,２５０ｍｇ１錠（レボフロキサシンとして）,レボフロキサシンＯＤ錠２５０ｍｇ「トーワ」,東和薬品,37.00 
内用薬,レボフロキサシン水和物,２５０ｍｇ１包（レボフロキサシンとして）,レボフロキサシン粒状錠２５０ｍｇ「モチダ」,持田製薬販売,32.90 
内用薬,レボフロキサシン水和物,５００ｍｇ１包（レボフロキサシンとして）,レボフロキサシン粒状錠５００ｍｇ「モチダ」,持田製薬販売,43.80 
内用薬,レボフロキサシン水和物,２５０ｍｇ１０ｍＬ１包（レボフロキサシンとして）,レボフロキサシン内用液２５０ｍｇ「トーワ」,東和薬品,92.90 
内用薬,プルリフロキサシン,１００ｍｇ１錠（活性本体として）,スオード錠１００,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,66.30 
内用薬,モキシフロキサシン塩酸塩,４００ｍｇ１錠,アベロックス錠４００ｍｇ,バイエル薬品,219.70 
内用薬,メシル酸ガレノキサシン水和物,２００ｍｇ１錠,ジェニナック錠２００ｍｇ,富士フイルム富山化学,139.40 
内用薬,シタフロキサシン水和物,１００ｍｇ１ｇ,グレースビット細粒１０％,第一三共,307.90 
内用薬,シタフロキサシン水和物,５０ｍｇ１錠,グレースビット錠５０ｍｇ,第一三共,85.20 
内用薬,シタフロキサシン水和物,５０ｍｇ１錠,シタフロキサシン錠５０ｍｇ「サワイ」,沢井製薬,92.60 
内用薬,ラスクフロキサシン塩酸塩,７５ｍｇ１錠,ラスビック錠７５ｍｇ,杏林製薬,277.90 
内用薬,リネゾリド,６００ｍｇ１錠,ザイボックス錠６００ｍｇ,ファイザー,"5,970.00 "
内用薬,リネゾリド,６００ｍｇ１錠,リネゾリド錠６００ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,"4,506.80 "
内用薬,リネゾリド,６００ｍｇ１錠,リネゾリド錠６００ｍｇ「サワイ」,沢井製薬,"4,290.40 "
内用薬,テジゾリドリン酸エステル,２００ｍｇ１錠,シベクトロ錠２００ｍｇ,ＭＳＤ,"17,556.60 "
内用薬,ジドブジン,１００ｍｇ１カプセル,レトロビルカプセル１００ｍｇ,ヴィーブヘルスケア,173.80 
内用薬,アシクロビル,４０％１ｇ,アシクロビル４０％顆粒,,42.00 
内用薬,アシクロビル,４０％１ｇ,ゾビラックス顆粒４０％,グラクソ・スミスクライン,69.10 
内用薬,アシクロビル,２００ｍｇ１錠,ゾビラックス錠２００,グラクソ・スミスクライン,15.60 
内用薬,アシクロビル,２００ｍｇ１錠,アシクロビル錠２００ｍｇ「サワイ」,沢井製薬,19.20 
内用薬,アシクロビル,２００ｍｇ１錠,アシクロビル錠２００ｍｇ「ＣＨ」,長生堂製薬,19.20 
内用薬,アシクロビル,２００ｍｇ１錠,アシクロビル錠２００ｍｇ「トーワ」,東和薬品,19.20 
内用薬,アシクロビル,４００ｍｇ１錠,ゾビラックス錠４００,グラクソ・スミスクライン,31.30 
内用薬,アシクロビル,４００ｍｇ１錠,アシクロビル錠４００ｍｇ「サワイ」,沢井製薬,33.50 
内用薬,アシクロビル,４００ｍｇ１錠,アシクロビル錠４００ｍｇ「ＣＨ」,長生堂製薬,33.50 
内用薬,アシクロビル,４００ｍｇ１錠,アシクロビル錠４００ｍｇ「トーワ」,東和薬品,33.50 
内用薬,アシクロビル,２００ｍｇ１包,アシクロビル内服ゼリー２００ｍｇ「日医工」,日医工,142.50 
内用薬,アシクロビル,８００ｍｇ１包,アシクロビル内服ゼリー８００ｍｇ「日医工」,日医工,372.60 
内用薬,アシクロビル,８％１ｍＬ,アシクロビルシロップ８％「タカタ」,高田製薬,21.10 
内用薬,アシクロビル,８０％１ｇ,アシクロビルＤＳ８０％「サワイ」,沢井製薬,129.90 
内用薬,アシクロビル,８０％１ｇ,アシクロビルＤＳ８０％「ＮＫ」,日本化薬,123.20 
内用薬,ラミブジン,１５０ｍｇ１錠,エピビル錠１５０,ヴィーブヘルスケア,558.20 
内用薬,ラミブジン,３００ｍｇ１錠,エピビル錠３００,ヴィーブヘルスケア,999.10 
内用薬,リトナビル,１００ｍｇ１錠,ノービア錠１００ｍｇ,アッヴィ,76.30 
内用薬,ネビラピン,２００ｍｇ１錠,ビラミューン錠２００,日本ベーリンガーインゲルハイム,615.90 
内用薬,アバカビル硫酸塩,３００ｍｇ１錠,ザイアジェン錠３００ｍｇ,ヴィーブヘルスケア,610.00 
内用薬,バラシクロビル塩酸塩,５０％１ｇ,バルトレックス顆粒５０％,グラクソ・スミスクライン,178.60 
内用薬,バラシクロビル塩酸塩水和物,５０％１ｇ,バラシクロビル顆粒５０％「トーワ」,東和薬品,168.20 
内用薬,バラシクロビル塩酸塩,５０％１ｇ,バラシクロビル顆粒５０％「ＳＰＫＫ」,サンドファーマ,82.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バルトレックス錠５００,グラクソ・スミスクライン,145.40 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＤＳＥＰ」,第一三共エスファ,67.50 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＥＥ」,エルメッド,117.80 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＦＦＰ」,共創未来ファーマ,76.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＪＧ」,日本ジェネリック,105.90 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＮＰ」,ニプロ,105.90 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＴＣＫ」,辰巳化学,76.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＹＤ」,陽進堂,67.50 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「イワキ」,岩城製薬,76.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「杏林」,キョーリンリメディオ,76.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ケミファ」,日本ケミファ,67.50 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「サトウ」,佐藤製薬,105.90 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「サワイ」,沢井製薬,76.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「三和」,三和化学研究所,105.90 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ツルハラ」,鶴原製薬,101.50 
内用薬,バラシクロビル塩酸塩水和物,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「トーワ」,東和薬品,117.80 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「日本臓器」,東洋カプセル,153.20 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＮＰＩ」,日本薬品工業,76.70 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＳＰＫＫ」,サンドファーマ,67.50 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１錠,バラシクロビル錠５００ｍｇ「ＮＩＧ」,日医工岐阜工場,117.80 
内用薬,バラシクロビル塩酸塩,５００ｍｇ１包,バラシクロビル粒状錠５００ｍｇ「モチダ」,持田製薬販売,101.50 
内用薬,ラミブジン,１００ｍｇ１錠,ゼフィックス錠１００,グラクソ・スミスクライン,276.50 
内用薬,オセルタミビルリン酸塩,７５ｍｇ１錠,オセルタミビル錠７５ｍｇ「トーワ」,東和薬品,107.70 
内用薬,オセルタミビルリン酸塩,７５ｍｇ１カプセル,タミフルカプセル７５,中外製薬,189.40 
内用薬,オセルタミビルリン酸塩,７５ｍｇ１カプセル,オセルタミビルカプセル７５ｍｇ「サワイ」,沢井製薬,111.60 
内用薬,オセルタミビルリン酸塩,３％１ｇ,タミフルドライシロップ３％,中外製薬,120.30 
内用薬,オセルタミビルリン酸塩,３％１ｇ,オセルタミビルＤＳ３％「サワイ」,沢井製薬,79.50 
内用薬,リバビリン,２００ｍｇ１カプセル,レベトールカプセル２００ｍｇ,ＭＳＤ,257.50 
内用薬,テノホビル　ジソプロキシルフマル酸塩,３００ｍｇ１錠,ビリアード錠３００ｍｇ,ギリアド・サイエンシズ,"1,419.10 "
内用薬,テノホビル　ジソプロキシルフマル酸塩,３００ｍｇ１錠,テノゼット錠３００ｍｇ,グラクソ・スミスクライン,509.40 
内用薬,バルガンシクロビル塩酸塩,４５０ｍｇ１錠,バリキサ錠４５０ｍｇ,田辺三菱製薬,"2,146.00 "
内用薬,バルガンシクロビル塩酸塩,５０ｍｇ１ｍＬ（懸濁後の内用液として）,バリキサドライシロップ５０００ｍｇ,田辺三菱製薬,466.60 
内用薬,エンテカビル水和物,０．５ｍｇ１錠,エンテカビル０．５ｍｇ錠,,71.50 
内用薬,エンテカビル水和物,０．５ｍｇ１錠,バラクルード錠０．５ｍｇ,ブリストル・マイヤーズ　スクイブ,380.70 
内用薬,エンテカビル水和物,０．５ｍｇ１錠,エンテカビル錠０．５ｍｇ「ＹＤ」,大興製薬,128.60 
内用薬,エンテカビル水和物,０．５ｍｇ１錠,エンテカビル錠０．５ｍｇ「タカタ」,高田製薬,210.40 
内用薬,エンテカビル水和物,０．５ｍｇ１錠,エンテカビル０．５ｍｇ口腔内崩壊錠,,71.50 
内用薬,ダルナビル　エタノール付加物,６００ｍｇ１錠,プリジスタ錠６００ｍｇ,ヤンセンファーマ,412.60 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル２５０ｍｇ錠,,68.90 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムビル錠２５０ｍｇ,旭化成ファーマ,221.20 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「ＪＧ」,ダイト,82.80 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「ＹＤ」,コーアバイオテックベイ,77.50 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「サワイ」,沢井製薬,77.50 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「タカタ」,高田製薬,77.50 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「トーワ」,東和薬品,77.50 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「日本臓器」,小財家興産,77.50 
内用薬,ファムシクロビル,２５０ｍｇ１錠,ファムシクロビル錠２５０ｍｇ「ＫＭＰ」,共創未来ファーマ,82.80 
内用薬,ファムシクロビル,５００ｍｇ１錠,ファムシクロビル錠５００ｍｇ「日本臓器」,小財家興産,123.40 
内用薬,ラルテグラビルカリウム,４００ｍｇ１錠,アイセントレス錠４００ｍｇ,ＭＳＤ,892.00 
内用薬,ラルテグラビルカリウム,６００ｍｇ１錠,アイセントレス錠６００ｍｇ,ＭＳＤ,"1,386.20 "
内用薬,マラビロク,１５０ｍｇ１錠,シーエルセントリ錠１５０ｍｇ,ヴィーブヘルスケア,"1,433.00 "
内用薬,リルピビリン塩酸塩,２５ｍｇ１錠,エジュラント錠２５ｍｇ,ヤンセンファーマ,"2,019.20 "
内用薬,ドルテグラビルナトリウム,５０ｍｇ１錠,テビケイ錠５０ｍｇ,ヴィーブヘルスケア,"3,214.10 "
内用薬,テノホビル　アラフェナミドフマル酸塩,２５ｍｇ１錠,ベムリディ錠２５ｍｇ,ギリアド・サイエンシズ,903.50 
内用薬,アメナメビル,２００ｍｇ１錠,アメナリーフ錠２００ｍｇ,マルホ,"1,148.70 "
内用薬,バロキサビル　マルボキシル,１０ｍｇ１錠,ゾフルーザ錠１０ｍｇ,塩野義製薬,"1,535.40 "
内用薬,バロキサビル　マルボキシル,２０ｍｇ１錠,ゾフルーザ錠２０ｍｇ,塩野義製薬,"2,438.80 "
内用薬,レテルモビル,２０ｍｇ１包,プレバイミス顆粒分包２０ｍｇ,ＭＳＤ,"3,025.60 "
内用薬,レテルモビル,１２０ｍｇ１包,プレバイミス顆粒分包１２０ｍｇ,ＭＳＤ,"10,006.20 "
内用薬,レテルモビル,２４０ｍｇ１錠,プレバイミス錠２４０ｍｇ,ＭＳＤ,"14,645.50 "
内用薬,ドラビリン,１００ｍｇ１錠,ピフェルトロ錠１００ｍｇ,ＭＳＤ,"2,068.80 "
内用薬,カボテグラビルナトリウム,３０ｍｇ１錠,ボカブリア錠３０ｍｇ,ヴィーブヘルスケア,"3,541.60 "
内用薬,モルヌピラビル,４００ｍｇ１錠,ラゲブリオ錠４００ｍｇ,ＭＳＤ,"4,329.80 "
内用薬,モルヌピラビル,２００ｍｇ１カプセル,ラゲブリオカプセル２００ｍｇ,ＭＳＤ,"2,164.90 "
内用薬,エンシトレルビル　フマル酸,１２５ｍｇ１錠,ゾコーバ錠１２５ｍｇ,塩野義製薬,"7,090.00 "
内用薬,レナカパビルナトリウム,３００ｍｇ１錠,シュンレンカ錠３００ｍｇ,ギリアド・サイエンシズ,"94,814.20 "
内用薬,ファビピラビル,２００ｍｇ１錠,アビガン錠２００ｍｇ,富士フイルム富山化学,"39,862.50 "
内用薬,マリバビル,２００ｍｇ１錠,リブテンシティ錠２００ｍｇ,武田薬品工業,"37,536.20 "
内用薬,ジドブジン・ラミブジン,１錠,コンビビル配合錠,ヴィーブヘルスケア,944.50 
内用薬,ロピナビル・リトナビル,１錠,カレトラ配合錠,アッヴィ,280.10 
内用薬,ロピナビル・リトナビル,１ｍＬ,カレトラ配合内用液,アッヴィ,137.10 
内用薬,ラミブジン・アバカビル硫酸塩,１錠,エプジコム配合錠,ヴィーブヘルスケア,"1,959.90 "
内用薬,ラミブジン・アバカビル硫酸塩,１錠,ラバミコム配合錠「アメル」,共和薬品工業,795.70 
内用薬,エムトリシタビン・テノホビル　ジソプロキシルフマル酸塩,１錠,ツルバダ配合錠,ギリアド・サイエンシズ,"2,442.40 "
内用薬,ドルテグラビルナトリウム・アバカビル硫酸塩・ラミブジン,１錠,トリーメク配合錠,ヴィーブヘルスケア,"6,639.00 "
内用薬,レジパスビル　アセトン付加物・ソホスブビル,１錠,ハーボニー配合錠,ギリアド・サイエンシズ,"55,491.70 "
内用薬,エルビテグラビル・コビシスタット・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩,１錠,ゲンボイヤ配合錠,ギリアド・サイエンシズ,"7,040.50 "
内用薬,ダルナビル　エタノール付加物・コビシスタット,１錠,プレジコビックス配合錠,ヤンセンファーマ,"1,869.80 "
内用薬,エムトリシタビン・テノホビル　アラフェナミドフマル酸塩,１錠,デシコビ配合錠ＬＴ,ギリアド・サイエンシズ,"2,781.10 "
内用薬,エムトリシタビン・テノホビル　アラフェナミドフマル酸塩,１錠,デシコビ配合錠ＨＴ,ギリアド・サイエンシズ,"3,991.50 "
内用薬,グレカプレビル水和物・ピブレンタスビル,１包,マヴィレット配合顆粒小児用,アッヴィ,"20,313.90 "
内用薬,グレカプレビル水和物・ピブレンタスビル,１錠,マヴィレット配合錠,アッヴィ,"17,422.80 "
内用薬,リルピビリン塩酸塩・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩,１錠,オデフシィ配合錠,ヤンセンファーマ,"5,654.30 "
内用薬,ドルテグラビルナトリウム・リルピビリン塩酸塩,１錠,ジャルカ配合錠,ヴィーブヘルスケア,"5,387.50 "
内用薬,ソホスブビル・ベルパタスビル,１錠,エプクルーサ配合錠,ギリアド・サイエンシズ,"61,157.80 "
内用薬,ビクテグラビルナトリウム・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩,１錠,ビクタルビ配合錠,ギリアド・サイエンシズ,"7,094.10 "
内用薬,ダルナビル　エタノール付加物・コビシスタット・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩,１錠,シムツーザ配合錠,ヤンセンファーマ,"4,408.80 "
内用薬,ドルテグラビルナトリウム・ラミブジン,１錠,ドウベイト配合錠,ヴィーブヘルスケア,"4,792.00 "
内用薬,ニルマトレルビル・リトナビル,１シート,パキロビッドパック３００,ファイザー,"12,538.60 "
内用薬,ニルマトレルビル・リトナビル,１シート,パキロビッドパック６００,ファイザー,"19,805.50 "
内用薬,フルシトシン,５００ｍｇ１錠,アンコチル錠５００ｍｇ,共和薬品工業,534.10 
内用薬,フルコナゾール,５０ｍｇ１カプセル,ジフルカンカプセル５０ｍｇ,ファイザー,86.80 
内用薬,フルコナゾール,５０ｍｇ１カプセル,フルコナゾールカプセル５０ｍｇ「Ｆ」,富士製薬工業,99.90 
内用薬,フルコナゾール,５０ｍｇ１カプセル,フルコナゾールカプセル５０ｍｇ「アメル」,共和薬品工業,99.90 
内用薬,フルコナゾール,５０ｍｇ１カプセル,フルコナゾールカプセル５０ｍｇ「サワイ」,沢井製薬,99.90 
内用薬,フルコナゾール,５０ｍｇ１カプセル,フルコナゾールカプセル５０ｍｇ「ＪＧ」,日本ジェネリック,99.90 
内用薬,フルコナゾール,５０ｍｇ１カプセル,フルコナゾールカプセル５０ｍｇ「サンド」,サンド,99.90 
内用薬,フルコナゾール,５０ｍｇ１カプセル,フルコナゾールカプセル５０ｍｇ「タカタ」,高田製薬,99.90 
内用薬,フルコナゾール,１００ｍｇ１カプセル,ジフルカンカプセル１００ｍｇ,ファイザー,140.30 
内用薬,フルコナゾール,１００ｍｇ１カプセル,フルコナゾールカプセル１００ｍｇ「Ｆ」,富士製薬工業,150.00 
内用薬,フルコナゾール,１００ｍｇ１カプセル,フルコナゾールカプセル１００ｍｇ「アメル」,共和薬品工業,150.00 
内用薬,フルコナゾール,１００ｍｇ１カプセル,フルコナゾールカプセル１００ｍｇ「サワイ」,沢井製薬,150.00 
内用薬,フルコナゾール,１００ｍｇ１カプセル,フルコナゾールカプセル１００ｍｇ「ＪＧ」,日本ジェネリック,150.00 
内用薬,フルコナゾール,１００ｍｇ１カプセル,フルコナゾールカプセル１００ｍｇ「サンド」,サンド,150.00 
内用薬,フルコナゾール,１００ｍｇ１カプセル,フルコナゾールカプセル１００ｍｇ「タカタ」,高田製薬,150.00 
内用薬,フルコナゾール,１０ｍｇ１ｍＬ（懸濁後の内用液として）,ジフルカンドライシロップ３５０ｍｇ,ファイザー,66.40 
内用薬,フルコナゾール,４０ｍｇ１ｍＬ（懸濁後の内用液として）,ジフルカンドライシロップ１４００ｍｇ,ファイザー,349.30 
内用薬,ミコナゾール,２％１ｇ,フロリードゲル経口用２％,持田製薬,98.20 
内用薬,イトラコナゾール,５０ｍｇ１錠,イトラコナゾール５０ｍｇ錠,,61.00 
内用薬,イトラコナゾール,５０ｍｇ１錠,イトラコナゾール錠５０ｍｇ「日医工」,日医工,98.30 
内用薬,イトラコナゾール,１００ｍｇ１錠,イトラコナゾール錠１００ｍｇ「日医工」,日医工,157.40 
